# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
279080,80,8,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279085,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279115,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279115,123,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279115,216,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279115,248,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279115,295,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279115,351,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279115,564,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279116,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279116,163,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279116,391,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279205,None,None,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4,OR,L1_DoubleMu_11_4 L1_DoubleMu_12_5
279207,None,None,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4,OR,L1_DoubleMu_11_4 L1_DoubleMu_12_5
279289,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279296,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279297,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279298,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279304,None,None,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4,OR,L1_DoubleMu_11_4 L1_DoubleMu_12_5
279311,None,None,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4,OR,L1_DoubleMu_11_4 L1_DoubleMu_12_5
279356,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279403,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279405,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279479,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279479,32,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279479,124,8,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279480,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279480,4,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279484,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279487,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279487,36,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279487,38,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279487,55,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279488,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279489,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279538,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279538,5,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279539,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279543,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279546,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279553,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279557,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279584,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279588,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279588,206,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279588,208,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279588,281,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279588,464,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279588,706,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279588,990,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279653,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279654,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279654,14,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279654,306,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279654,506,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279654,831,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279656,1,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279657,1,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279658,1,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279658,173,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279667,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279667,107,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279667,145,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279667,310,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279667,584,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279667,785,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279681,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279681,81,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279682,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279682,6,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279683,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279684,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279685,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279685,7,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279685,10,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279685,43,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279691,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279691,94,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279694,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279694,44,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279694,248,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279694,524,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279694,745,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279694,1036,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279694,1913,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279715,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279715,197,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279715,531,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279716,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279716,30,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279716,353,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279716,1271,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279760,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279760,77,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279760,213,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279760,373,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279760,609,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279766,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279766,60,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279766,429,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279766,1395,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279767,1,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279794,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279794,79,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279794,157,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279794,341,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279794,628,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279794,870,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279822,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279823,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279823,26,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279823,50,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279823,366,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279840,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279841,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279841,75,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279841,748,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279841,957,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279841,1204,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279844,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279844,83,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279844,207,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279845,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279846,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279846,11,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279848,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279848,22,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279849,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279849,109,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279850,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279850,17,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279851,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279852,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279853,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279854,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279855,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279856,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279857,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279858,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279859,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279860,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279861,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279862,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279864,1,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279865,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279865,27,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279887,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279887,65,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279887,78,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279887,298,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279931,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279931,71,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279931,74,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279931,262,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279931,521,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279931,752,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279931,1088,6,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
279931,1946,7,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279966,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279966,77,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279966,275,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279966,402,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279967,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279975,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
279975,76,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279975,87,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279975,118,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/0
279975,279,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
