# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
275832,202,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275833,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275834,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275834,170,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275835,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275836,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275836,769,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275837,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275838,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275841,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275846,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275847,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275847,671,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275865,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275865,42,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275886,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275886,8,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275886,22,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275886,25,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275886,69,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275887,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275890,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275890,9,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275890,504,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275911,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275911,259,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275912,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275912,261,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275913,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275918,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275920,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275920,13,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275921,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275922,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275923,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275931,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
275958,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275960,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
275963,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276044,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276049,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276054,None,None,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3,OR,L1_DoubleMu_11_4 L1_DoubleMu_12_5
276062,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276063,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276064,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276071,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276072,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276074,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276092,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276093,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276094,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276095,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276096,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276097,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276097,107,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276181,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276183,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276185,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276186,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276190,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276235,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276235,4,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276237,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276242,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276242,9,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276242,465,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276242,1385,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276243,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276244,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276271,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276276,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276279,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276282,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276282,376,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276282,971,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276283,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276283,778,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276315,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276315,126,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276317,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276318,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276318,350,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276326,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276327,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276327,56,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276347,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276349,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276350,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276351,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276352,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276355,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276357,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276357,36,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276360,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276361,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276361,464,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276362,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276363,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276363,503,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276384,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276434,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276437,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276437,240,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276437,762,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276437,1882,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276453,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276453,42,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276454,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276454,8,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276455,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276456,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276457,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276458,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276458,233,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276494,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276495,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276501,1,0,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276501,354,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276501,821,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276501,1849,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276502,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276508,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276525,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276525,89,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276525,620,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276525,1490,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276527,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276528,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276528,328,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276542,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276542,321,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276543,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276543,29,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276543,936,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276544,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276545,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276581,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276581,330,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276582,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276582,443,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276583,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276584,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276585,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276586,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276586,24,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276587,1,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276653,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276653,74,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276653,541,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276655,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276655,828,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276659,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276659,3,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276765,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276767,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276769,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276775,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276775,184,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276775,780,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276776,1,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276776,458,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276794,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276794,8,4,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276794,413,5,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276807,1,1,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_12_5/1 L1_DoubleMu_11_4/1
276807,158,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276808,1,2,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
276808,512,3,1,HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4/1,OR,L1_DoubleMu_11_4/1 L1_DoubleMu_12_5/1
